,name,z_Marshall,z_NED,ra_recenter,dec_recenter,t0_SALT_adam_jd,E_B_V_SandF,z_Caltech,z_adopt,z_source,z_adopt_unc,t0_B_salt2,t0_g_salt2,t0_r_salt2,x0_salt2,x1_salt2,c_salt2,fratio_gmax_2adam,fratio_rmax_2adam,t0_salt2_unc,x0_salt2_unc,x1_salt2_unc,c_salt2_unc,chisq_salt2,ndof_salt2,n10d_20d,B_app0,B_app0_unc,g_app0,g_app0_unc,r_app0,r_app0_unc,dm15B,dm15B_unc,dm15g,dm15g_unc,dm15r,dm15r_unc,dm15B_rest,dm15B_rest_unc,dm15g_rest,dm15g_rest_unc,dm15r_rest,dm15r_rest_unc,t0_poly_g,t0_poly_g_unc,t0_poly_r,t0_poly_r_unc,dm15g_poly,dm15g_poly_unc,g_app_poly,g_app_poly_unc,r_app_poly,r_app_poly_unc,dm15r_poly,dm15r_poly_unc,dm15g_rest_poly,dm15g_rest_poly_unc,dm15r_rest_poly,dm15r_rest_poly_unc,dm15g_adopted,dm15g_adopted_unc,dm15g_rest_adopted,dm15g_rest_adopted_unc,t0_g_adopted,t0_g_adopted_unc,g_app0_adopt,g_app0_unc_adopt,dm15r_adopted,dm15r_adopted_unc,dm15r_rest_adopted,dm15r_rest_adopted_unc,t0_r_adopted,t0_r_adopted_unc,r_app0_adopt,r_app0_unc_adopt,TNS name,telescope_spec,date_spec,utcjds,phases,Ia subtype,phase used,spec used,ebv_host,ebv_host_unc,sbv,sbv_unc,g_abs0,g_abs0_unc,r_abs0,r_abs0_unc,dis_mod,dis_mod_unc,instrument,nspecs,internal name,B_abs0_SALT2corr,B_abs0_unc_SALT2corr
18,ZTF18aauhxce,0.08308,0.083079,177.5687254,51.45342645,2458271.1749400003,0.0167,-999.0,0.083079,NED,0.0001,2458271.1349933757,2458270.24,2458272.95,1.4455347459074727e-14,1.3005576436554522,0.12271373027046195,3.095175016687748e-08,3.2784037046044016e-08,0.04910418088547885,6.984600015243859e-16,0.4069678149123579,0.0380985005103609,920.3451351715147,302.0,17.0,18.77939343752647,0.051567205734849984,18.81738486028668,0.03698520952727077,18.868414577491645,0.005893117917048372,0.9070235076815152,0.0537809280005397,0.6608170501195616,0.037969683417280256,0.6461968509547305,0.010578347110588958,1.032306313190304,0.05500751625342863,0.7494309337757272,0.03942934862767963,0.6806071907922941,0.010214702306853271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6608170501195616,0.037969683417280256,0.7494309337757272,0.03942934862767963,2458270.24,0.04910418088547885,18.81738486028668,0.03698520952727077,0.6461968509547305,0.010578347110588958,0.6806071907922941,0.010214702306853271,2458272.95,0.04910418088547885,18.868414577491645,0.005893117917048372,SN2018cec,NOT,20180604,2458273.7916666665,3.6,normal*,4.0,20180604_NOT,0.198664,0.018446,1.246527,0.025222,-18.9754666195258,0.037088566431404825,-18.924436902320828,0.00651036672890592,37.79285147981248,0.002766954311261505,NOT,1.0,ATLAS18qee,-19.39387060612444,0.12948472269640832
19,ZTF18aaumeys,0.03754,0.036518,214.3129358,59.2763734,2458267.6,0.0082,-999.0,0.036518,NED,0.0001,2458267.674751385,2458267.18,2458269.15,1.0484940426872356e-13,0.7151563699410257,-0.019851497812570784,2.1834340166277386e-07,1.8834821758301755e-07,0.03511528763920069,2.2595670596131547e-15,0.0991876807866472,0.014897545470526909,13149.319160255069,267.0,10.0,16.62911032351376,0.023104748501346854,16.7239594628044,0.017494579806404766,16.92514079660106,0.0037562479843217603,1.0054412215179271,0.023661061009256662,0.7301618710774633,0.018067091638178698,0.66012616299858,0.004471585314186764,1.0645803787260562,0.023602664884563702,0.7737116174584031,0.017954967381254284,0.6790205813489578,0.004408899984420618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7301618710774633,0.018067091638178698,0.7737116174584031,0.017954967381254284,2458267.18,0.03511528763920069,16.7239594628044,0.017494579806404766,0.66012616299858,0.004471585314186764,0.6790205813489578,0.004408899984420618,2458269.15,0.03511528763920069,16.92514079660106,0.0037562479843217603,SN2018bpd,"P60,APO,DCT,APO",20180518;20180519;20180521;20180612,2458256.7916666665;2458257.7916666665;2458259.7916666665;2458281.7916666665,"[-10.4, -9.4, -7.4, 14.6]",99aa-like,-7.0,20180521_DCT,0.087279,0.005379,1.08805,0.00805,-19.210256774174688,0.018530810979950612,-19.00907544037803,0.007172170654112616,35.9342162369791,0.006109879947428828,DCT,4.0,ATLAS18oqb,-19.24356627024636,0.052037621876797696
20,ZTF18aaumlfl,0.08737,0.087375,244.27071349999997,50.7924589,2458266.18775,0.02,-999.0,0.087375,NED,0.0001,2458266.2111550327,2458265.66,2458267.86,1.473896855810587e-14,-1.1334335487096665,-0.09317534184769903,3.077148873267674e-08,2.6237259621382704e-08,0.10991935967467724,5.991586425189701e-16,0.25949614329632986,0.031072395999346195,1096.6525500440623,603.0,61.0,18.759330985206198,0.043276822135759216,18.880237104460466,0.03270075626541407,19.12717911920493,0.004760310459469852,1.366213093560951,0.054211992312935615,0.9494959302548196,0.03635210570978232,0.7019270162833138,0.009989653813653092,1.5376266947894166,0.057624406790278776,1.0882710864356255,0.03964938412555005,0.7412128990990609,0.010092095565252108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9494959302548196,0.03635210570978232,1.0882710864356255,0.03964938412555005,2458265.66,0.10991935967467724,18.880237104460466,0.03270075626541407,0.7019270162833138,0.009989653813653092,0.7412128990990609,0.010092095565252108,2458267.86,0.10991935967467724,19.12717911920493,0.004760310459469852,SN2018btg,P60,20180525,2458263.7916666665,-1.9,normal,-2.0,20180525_P60,0.014094,0.008948999999999999,0.859773,0.007513,-19.02865631850987,0.03280695098336636,-18.78171430376541,0.005442162085561557,37.908893422970344,0.002637531515448801,P60,1.0,ATLAS18pix,-18.860718878036273,0.10604268811203656
21,ZTF18aaunfqq,0.07109,0.071095,238.57998140000004,39.45395555,2458268.4018599996,0.0086,-999.0,0.071095,NED,0.0001,2458268.1208381467,2458267.58,2458269.51,2.0808843749412706e-14,-1.2472728218046871,0.010801501293162373,4.522152962495005e-08,4.19347720833487e-08,2.8096139430999763e-05,1.9933368274844524e-16,0.0303175948279657,0.013793539427708446,712.3513463042606,440.0,53.0,18.38511633343055,0.010362162191968763,18.46397768417424,0.006488517714914279,18.586674328600896,0.01453779774953895,1.3820099062936675,0.013647171898975968,0.9511664437602434,0.007200633911253858,0.7039138977398025,0.020333421951121203,1.5241282088112698,0.013732767337331165,1.0651604246193216,0.007085207020861542,0.7359377927423978,0.02035054755282252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9511664437602434,0.007200633911253858,1.0651604246193216,0.007085207020861542,2458267.58,2.8096139430999763e-05,18.46397768417424,0.006488517714914279,0.7039138977398025,0.020333421951121203,0.7359377927423978,0.02035054755282252,2458269.51,2.8096139430999763e-05,18.586674328600896,0.01453779774953895,SN2018lpb,P60,20180524,2458262.7916666665,-4.8,normal*,-5.0,20180524_P60,0.168772,0.007136,0.8937799999999999,0.006525,-18.972097916539624,0.0072391792479953344,-18.849401272112967,0.014887995750078303,37.436075600713856,0.0032101174507874137,P60,1.0,ZTF18aaunfqq,-19.08444392129212,0.04412778272700536
22,ZTF18aauocnw,0.102,-999.0,271.1651445,41.54948495,2458269.95431,0.0315,-999.0,0.102,Msl,0.005,2458270.1896249917,2458269.34,2458271.83,1.6243973171390893e-14,0.13742714380110502,-0.04507990943104545,3.284589958708945e-08,3.0461031198523404e-08,0.16508179088123145,6.634316448966155e-16,0.27481359653556314,0.028814677841622064,2264.685633931977,676.0,58.0,18.65383112749861,0.04284545257825188,18.757809588614442,0.03319117905319861,18.975520932085995,0.008598957768077377,1.105771442866306,0.05000880515544397,0.7941112643182535,0.036028407760905816,0.6733617482352301,0.011419815515202028,1.2767056497877576,0.051934006192946185,0.9254673774103566,0.03855016712138989,0.7147807012299978,0.010377239666765549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7941112643182535,0.036028407760905816,0.9254673774103566,0.03855016712138989,2458269.34,0.16508179088123145,18.757809588614442,0.03319117905319861,0.6733617482352301,0.011419815515202028,0.7147807012299978,0.010377239666765549,2458271.83,0.16508179088123145,18.975520932085995,0.008598957768077377,SN2018cae,P60,20180530,2458268.7916666665,-0.5,normal,-1.0,20180530_P60,0.089443,0.00825,0.988296,0.012748,-19.50919829843168,0.1186437454664884,-19.291486954960124,0.11423058279669493,38.26700788704612,0.1139064702788011,P60,1.0,PS18vs,-19.47342904031127,0.1510290831080656
23,ZTF18aavrwhu,0.06201,0.062042999999999994,206.73521359999998,43.137288500000004,2458276.3097599996,0.0106,-999.0,0.062042999999999994,NED,0.0001,2458276.130674495,2458275.49,2458277.83,3.6856968905014366e-14,1.2034922638782053,-0.023325932056343042,7.92576841293475e-08,6.855204370533295e-08,0.10285163391381502,9.565160510313255e-16,0.2692723177856413,0.023880842330371355,945.6359619588147,184.0,24.0,17.76415859497381,0.02727458246105281,17.861330794630888,0.01863016635474065,18.077429660321176,0.003470143930604889,0.9286923995536824,0.03658889064876452,0.6808356337025785,0.02519322310483881,0.6488953568714777,0.013409409194542449,1.0246817765478156,0.03793041516896827,0.7496252265123076,0.0269721745943424,0.6784846616441911,0.011659063037859295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808356337025785,0.02519322310483881,0.7496252265123076,0.0269721745943424,2458275.49,0.10285163391381502,17.861330794630888,0.01863016635474065,0.6488953568714777,0.013409409194542449,0.6784846616441911,0.011659063037859295,2458277.83,0.10285163391381502,18.077429660321176,0.003470143930604889,SN2018bxo,"P60,LT",20180531;20180612,2458269.7916666665;2458281.7916666665,"[-5.7, 6.3]",normal,-6.0,20180531_P60,0.051132,0.005762,1.1636870000000001,0.010718,-19.26482137832859,0.01898583883408132,-19.048722512638303,0.005041912011084049,37.12615217295948,0.003657728506655416,P60,2.0,PS18ty,-19.289683188611004,0.07901426589887146
24,ZTF18aavrzxp,0.069,-999.0,215.4493577,48.16660505,2458270.84813,0.0232,-999.0,0.069,Msl,0.005,2458271.0234845383,2458270.5,2458272.37,2.0891352761882805e-14,-1.377572004851677,-0.07391373671450817,4.277684856344017e-08,3.641883094367801e-08,0.2454691878519953,7.577198336704031e-16,0.21004232507273105,0.026253575340690283,440.1808905233651,293.0,40.0,18.380743347552336,0.03709865411182956,18.49342542809892,0.03026402400698933,18.712660544152666,0.00676776702547829,1.4214612667054,0.06039349192361749,0.9785237085336576,0.04107600102186629,0.707188946609385,0.011834531247717302,1.5628512392250755,0.06293365417104636,1.092202528402936,0.04457457161713922,0.7383969719060488,0.011828568537239329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785237085336576,0.04107600102186629,1.092202528402936,0.04457457161713922,2458270.5,0.2454691878519953,18.49342542809892,0.03026402400698933,0.707188946609385,0.011834531247717302,0.7383969719060488,0.011828568537239329,2458272.37,0.2454691878519953,18.712660544152666,0.00676776702547829,SN2018cdu,P60,20180605,2458274.7916666665,4.3,normal,4.0,20180605_P60,0.039395,0.007601999999999999,0.854243,0.00878,-18.87443169598775,0.16791442876766616,-18.655196579934003,0.16530319691339052,37.36785712408667,0.1651645974150514,P60,1.0,ZTF18aavrzxp,-18.75798119271936,0.18797335283902125
25,ZTF18aawjywv,0.04,-999.0,268.7502341,42.8983364,2458271.42612,0.0228,0.0509,0.0509,CIT,0.0001,2458271.7610573587,2458271.28,2458272.84,4.126948386120568e-14,-1.4813911630122458,-0.013031740495812016,8.347215041749125e-08,7.590618917501407e-08,0.2425938914529979,2.386036844811328e-15,0.3024569257465446,0.049922878992670235,1223.4672734550231,700.0,61.0,17.64174180245369,0.06038096529042618,17.729759651744672,0.04428025939933402,17.87535251416816,0.00981052794288845,1.4400301904426909,0.07868399301472717,0.9841864411713388,0.05293803835077618,0.7091416865996791,0.02563619301113891,1.5463286171291273,0.08165679181768253,1.0688132203378091,0.05595726906157897,0.7319878028842268,0.025564179791372585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9841864411713388,0.05293803835077618,1.0688132203378091,0.05595726906157897,2458271.28,0.2425938914529979,17.729759651744672,0.04428025939933402,0.7091416865996791,0.02563619301113891,0.7319878028842268,0.025564179791372585,2458272.84,0.2425938914529979,17.87535251416816,0.00981052794288845,SN2018ccj,P60,20180601,2458270.7916666665,-0.5,normal*,-0.0,20180601_P60,0.108393,0.009206,0.813539,0.006288,-18.948797447145797,0.04450095112366328,-18.803204584722305,0.010762887017736198,36.678557098890465,0.004426429536133981,P60,1.0,ZTF18aawjywv,-18.99641690089976,0.16618693203533158
26,ZTF18aawpcel,0.151,-999.0,195.32103569999998,59.810034200000004,2458281.6652900004,0.0108,-999.0,0.151,Msl,0.005,2458281.973851735,2458277.63,2458281.11,1.016859856691346e-14,3.231316646623137,0.12062843487009367,2.4518249249297726e-08,2.4487168599941092e-08,0.09138152236118913,7.7891891098817405e-16,0.7797230370208617,0.05807721122276944,316.6427590973468,134.0,19.0,19.161140568500056,0.0817915510635701,19.203164301481994,0.059385320705436034,19.303468184777035,0.016440738088545202,0.6534232150978383,0.08378860414385436,0.4890998945739824,0.06059411893928013,0.6003536632385718,0.0197995976201534,0.8527733498141998,0.08596008980949706,0.6066156261188667,0.06482818649038911,0.6212583452874796,0.02200034263509896,2458279.9835233367,1.4325012570722566,2458285.4898208333,1.298335254628876,0.5283256482851257,0.09239966420191315,19.026276360722047,0.07021016903881624,19.027653571335875,0.026602195032863925,0.41898336522521973,0.04845776597327454,0.6306215386981542,0.13069236042179086,0.5541251308859181,0.06723889033450602,0.5283256482851257,0.09239966420191315,0.6306215386981542,0.13069236042179086,2458279.9835233367,1.4325012570722566,18.986794466248295,0.07021016903881624,0.41898336522521973,0.04845776597327454,0.5541251308859181,0.06723889033450602,2458285.4898208333,1.298335254628876,18.999544843684866,0.026602195032863925,SN2018cir,P60,20180611,2458280.7916666665,0.8,SC*,1.0,20180611_P60,0.095385,0.021167,1.374923,0.02519,-20.2028289313748,0.10560256822889888,-20.19007855393823,0.08324729041023872,39.189623397623095,0.0788824098267801,P60,1.0,ZTF18aawpcel,-20.402430977220323,0.2132415857000388
27,ZTF18aawurud,0.05,0.053073,280.730097,50.65934405,2458327.90088,0.0481,-999.0,0.053073,NED,0.0001,2458327.286695921,2458326.75,2458328.78,3.5321071523545555e-14,0.3252751796639401,0.13756558684145226,6.775181350827786e-08,7.33978524091219e-08,0.2730068794917315,2.430367287245394e-15,0.2244727203926793,0.05438087922135093,765.3331598906651,749.0,5.0,17.809253640379165,0.07617396561527756,17.839627325357462,0.05242192560580288,17.850754669200924,0.009443496875130492,1.0609804053918737,0.10091543365115364,0.7574268428661313,0.07146566918280375,0.6684685059232862,0.011518393453984215,1.1488550839499183,0.09934441098698908,0.8232349763167619,0.06997054709233398,0.6936732898939368,0.011671789893992734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574268428661313,0.07146566918280375,0.8232349763167619,0.06997054709233398,2458326.75,0.2730068794917315,17.839627325357462,0.05242192560580288,0.6684685059232862,0.011518393453984215,0.6936732898939368,0.011671789893992734,2458328.78,0.2730068794917315,17.850754669200924,0.009443496875130492,SN2018eaz,"P60,P60",20180719;20180726,2458318.7916666665;2458325.7916666665,"[-8.0, -1.0]",normal,-1.0,20180726_P60,0.24289299999999997,0.010652,1.159489,0.029887,-18.93318650140693,0.05259402587484408,-18.92205915756347,0.010356297926094844,36.77281382676439,0.0042512672820509655,P60,2.0,ZTF18aawurud,-19.390013505593732,0.18555120656319327
28,ZTF18aaxakhh,0.117,-999.0,278.56087030000003,32.91932795,2458268.3347,0.0586,-999.0,0.117,Msl,0.005,2458268.263365786,2458267.15,2458269.68,1.0875748586914863e-14,0.5154104011984462,-0.07864462805285123,2.022614127703914e-08,1.8851758242191394e-08,0.08789789769798517,3.6616776831254645e-16,0.21576970454251665,0.0235384179305842,3758.045160468317,1790.0,103.0,19.089201627174425,0.03587267850466518,19.207500083884106,0.02743665518632328,19.47238981568614,0.006556340481362932,1.042014511917607,0.03758324287712767,0.7560611251711009,0.027909196458822973,0.6649065703186281,0.007906550279762066,1.2307162474549358,0.03861880376580856,0.8981781086575324,0.02907598562281262,0.7082261534092211,0.0075526756131467235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560611251711009,0.027909196458822973,0.8981781086575324,0.02907598562281262,2458267.15,0.08789789769798517,19.207500083884106,0.02743665518632328,0.6649065703186281,0.007906550279762066,0.7082261534092211,0.0075526756131467235,2458269.68,0.08789789769798517,19.47238981568614,0.006556340481362932,SN2018cvb,P60,20180626,2458295.7916666665,28.6,91T-like*,29.0,20180626_P60,0.025996,0.011889,1.095171,0.017115000000000002,-19.379593890531584,0.103799240505857,-19.114704158729555,0.10032197108453912,38.587093974415694,0.10010750362375212,P60,1.0,PS18aca,-19.25409400027743,0.1292079720085398
29,ZTF18aaxcntm,0.026792000000000003,0.026922,247.04638680000002,39.820112,2458279.60849,0.0081,-999.0,0.026922,NED,0.0001,2458279.606616506,2458279.52,2458280.4599999995,9.032639369856104e-14,-1.5215006067749446,0.09695452602551136,1.902641262160363e-07,1.9328572696049016e-07,0.01460047112777829,1.5643000835430054e-15,0.06385118559004432,0.015638140972962674,14748.972909926368,499.0,36.0,16.790569207519766,0.018554708738747854,16.834291655358314,0.0124774265250719,16.85056152186613,0.004755727737198364,1.4374760269169613,0.01889838960014064,0.9749711106604196,0.012768926533608121,0.7094667883190695,0.007855617750254425,1.49398699681241,0.01889478357161616,1.0193525965253016,0.012719489144092358,0.7213711451622373,0.007818898803792277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749711106604196,0.012768926533608121,1.0193525965253016,0.012719489144092358,2458279.52,0.01460047112777829,16.834291655358314,0.0124774265250719,0.7094667883190695,0.007855617750254425,0.7213711451622373,0.007818898803792277,2458280.4599999995,0.01460047112777829,16.85056152186613,0.004755727737198364,SN2018ccl,"P60,APO",20180601;20180613,2458270.7916666665;2458282.7916666665,"[-8.7, 3.3]",normal,3.0,20180613_APO,0.214497,0.004675,0.815466,0.003618,-18.42212215872987,0.014948098710489662,-18.40585229222205,0.00950665181230136,35.256413814088184,0.008231614809378222,APO,2.0,ZTF18aaxcntm,-18.766403637247503,0.05344322187251997
30,ZTF18aaxdrjn,0.0339,0.033987,185.00686409999997,56.1588698,2458279.7351599997,0.0179,-999.0,0.033987,NED,0.0001,2458279.8117130618,2458279.55,2458280.64,8.628573794355408e-14,-1.9173490019549817,-0.07525837986572892,1.7060471816623447e-07,1.448762962395478e-07,0.01822003955021501,2.7007096855395388e-15,0.09414427244056878,0.02598870380751883,1343.9775843141072,220.0,17.0,16.840885098308828,0.03417513074514178,16.953053243582975,0.023884276416150055,17.1627346303373,0.005953747297791818,1.5597212004623202,0.03550115820077692,1.051348566834818,0.02554690246002676,0.7189448599713799,0.009589152492336538,1.6366676861081615,0.035310267532524094,1.1120710214412597,0.02526818322465571,0.73369627265037,0.009523920396869015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051348566834818,0.02554690246002676,1.1120710214412597,0.02526818322465571,2458279.55,0.01822003955021501,16.953053243582975,0.023884276416150055,0.7189448599713799,0.009589152492336538,0.73369627265037,0.009523920396869015,2458280.64,0.01822003955021501,17.1627346303373,0.005953747297791818,SN2018cdt,"P60,LT",20180531;20180603,2458269.7916666665;2458272.7916666665,"[-9.8, -6.8]",normal,-7.0,20180603_LT,-0.012166,0.009178,0.759034,0.006142,-18.821044743994523,0.02476699932917614,-18.6113633572402,0.008853965367806263,35.7740979875775,0.006553288933684317,LT,2.0,ZTF18aaxdrjn,-18.69991191168491,0.08808087015727897
31,ZTF18aaxqyki,0.1,0.10033500000000001,232.57615919999998,57.65848860000001,2458286.5663,0.0155,-999.0,0.10033500000000001,NED,0.0001,2458286.705900076,2458285.66,2458288.4,1.4136760478278446e-14,0.9413121596765776,-0.053397321862055584,3.031881714644315e-08,2.7014964492600013e-08,0.07078119041398168,4.468449896456279e-16,0.2657975170645201,0.02790949200688342,1269.8188111283298,500.0,54.0,18.80454495276074,0.03500983510208017,18.91343285580864,0.023831097751525403,19.15838391246879,0.0047967944618609116,0.9708922563455928,0.03544274759552293,0.7095091524052606,0.024099774464131613,0.6550523627135121,0.008689855542528931,1.1276812504204514,0.03592268298897108,0.8238906917840296,0.024782965960825642,0.6937525455849425,0.01087411620488665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7095091524052606,0.024099774464131613,0.8238906917840296,0.024782965960825642,2458285.66,0.07078119041398168,18.91343285580864,0.023831097751525403,0.6550523627135121,0.008689855542528931,0.6937525455849425,0.01087411620488665,2458288.4,0.07078119041398168,19.15838391246879,0.0047967944618609116,SN2018cnz,P200,20180608,2458277.7916666665,-7.9,normal,-8.0,20180608_P200,0.041714,0.0061990000000000005,1.0758219999999998,0.012486,-19.315348621288106,0.02394316082839077,-19.070397564627964,0.005325689393943922,38.228781477096746,0.0023138129594734496,P200,1.0,ZTF18aaxqyki,-19.258704826563637,0.09351559209424637
